result_id,athlete_id,competition_name,competition_level,event,date,position,time_seconds,season_best,personal_best,qualification_status
CR004668,A0622,Regional Open,Regional,800m,2023-02-23,1,14.49,False,False,Participation
CR004669,A0622,Paralympic Trials,National,100m,2023-12-15,4,13.6,False,False,Qualified
CR004670,A0622,Kalahari Sprint Classic,Regional,100m,2024-09-28,1,13.72,False,False,Participation
CR004671,A0623,Independence Meet,Local,100m,2020-12-29,3,18.11,False,False,Participation
CR004672,A0623,Independence Meet,Local,200m,2023-06-23,2,17.41,True,False,Qualified
CR004673,A0623,Regional Open,Regional,100m,2024-05-23,7,17.81,False,False,Participation
CR004674,A0623,Kalahari Sprint Classic,Regional,100m,2024-06-16,5,17.12,False,False,Finalist
CR004675,A0623,Masa Cup,Local,100m,2024-09-03,4,17.38,False,False,Finalist
CR004676,A0624,Regional Open,Regional,800m,2020-03-19,7,168.1,False,True,Qualified
CR004677,A0624,Masa Cup,Local,800m,2021-07-02,6,164.02,True,False,Participation
CR004678,A0624,Regional Open,Regional,800m,2021-11-30,7,165.96,False,False,Finalist
CR004679,A0624,Kalahari Sprint Classic,Regional,1500m,2022-01-04,3,163.91,True,False,Participation
CR004680,A0624,Regional Open,Regional,1500m,2022-05-30,5,167.79,False,False,Participation
CR004681,A0624,Regional Open,Regional,800m,2022-06-02,4,166.78,False,False,Finalist
CR004682,A0624,Masa Cup,Local,800m,2022-11-27,7,161.64,False,False,Finalist
CR004683,A0625,Masa Cup,Local,200m,2020-02-16,6,30.52,False,False,Participation
CR004684,A0625,Botswana Nationals,National,100m,2020-04-17,7,31.93,False,True,Finalist
CR004685,A0625,Paralympic Trials,National,200m,2020-04-21,7,31.22,False,False,Participation
CR004686,A0625,Masa Cup,Local,200m,2022-07-18,1,31.05,False,False,Participation
CR004687,A0625,Botswana Nationals,National,200m,2023-03-29,5,31.5,False,False,Participation
CR004688,A0625,Kalahari Sprint Classic,Regional,100m,2023-04-24,6,31.34,False,False,Qualified
CR004689,A0625,Paralympic Trials,National,200m,2024-01-05,6,30.88,True,False,Qualified
CR004690,A0626,Kalahari Sprint Classic,Regional,200m,2020-07-27,7,31.88,False,False,Finalist
CR004691,A0626,Regional Open,Regional,800m,2020-08-06,2,31.89,False,False,Finalist
CR004692,A0626,Independence Meet,Local,200m,2020-10-04,3,31.93,False,False,Participation
CR004693,A0626,Independence Meet,Local,200m,2021-02-26,3,33.52,False,False,Participation
CR004694,A0626,Masa Cup,Local,800m,2023-12-10,2,33.34,False,False,Finalist
CR004695,A0626,Independence Meet,Local,200m,2024-08-22,3,31.69,False,False,Participation
CR004696,A0626,Independence Meet,Local,200m,2024-11-15,5,32.68,True,False,Qualified
CR004697,A0627,National Championships,National,1500m,2020-01-24,6,289.88,True,False,Qualified
CR004698,A0627,Southern Africa Games,Continental,1500m,2020-02-08,4,287.7,False,True,Finalist
CR004699,A0627,Southern Africa Games,Continental,1500m,2020-10-27,3,281.53,False,False,Finalist
CR004700,A0627,National Championships,National,400m,2021-05-15,1,273.25,False,False,Qualified
CR004701,A0627,Botswana Nationals,National,1500m,2021-12-04,6,277.57,False,False,Qualified
CR004702,A0627,Southern Africa Games,Continental,1500m,2022-02-27,8,283.16,True,False,Finalist
CR004703,A0627,Paralympic Trials,National,1500m,2022-03-26,2,274.19,True,False,Participation
CR004704,A0627,Continental Series,Continental,1500m,2023-09-05,3,275.99,True,False,Participation
CR004705,A0627,National Championships,National,1500m,2023-12-23,6,272.82,False,False,Participation
CR004706,A0627,Continental Series,Continental,1500m,2024-02-08,3,291.62,False,False,Participation
CR004707,A0627,National Championships,National,400m,2024-05-20,4,282.32,True,False,Qualified
CR004708,A0627,Paralympic Trials,National,1500m,2024-12-02,2,276.76,False,False,Participation
CR004709,A0628,Kalahari Sprint Classic,Regional,800m,2020-08-05,1,68.07,False,False,Participation
CR004710,A0628,Botswana Nationals,National,400m,2022-02-26,2,68.89,False,False,Finalist
CR004711,A0628,Kalahari Sprint Classic,Regional,400m,2023-01-13,6,72.04,False,False,Participation
CR004712,A0628,Kalahari Sprint Classic,Regional,400m,2023-05-24,6,68.3,True,False,Finalist
CR004713,A0628,Paralympic Trials,National,400m,2023-05-28,2,71.39,False,True,Participation
CR004714,A0628,Kalahari Sprint Classic,Regional,400m,2023-09-28,6,68.36,False,False,Finalist
CR004715,A0628,Kalahari Sprint Classic,Regional,400m,2023-12-19,1,69.87,False,False,Participation
CR004716,A0629,Independence Meet,Local,200m,2020-12-26,2,32.52,True,False,Participation
CR004717,A0629,Masa Cup,Local,200m,2021-08-15,2,32.1,False,True,Qualified
CR004718,A0629,Masa Cup,Local,200m,2021-09-04,6,32.31,False,False,Participation
CR004719,A0629,Masa Cup,Local,200m,2022-09-12,5,33.73,False,False,Participation
CR004720,A0629,National Championships,National,200m,2023-02-10,6,33.17,False,False,Qualified
CR004721,A0629,National Championships,National,800m,2023-09-26,8,32.14,False,False,Finalist
CR004722,A0629,National Championships,National,800m,2024-02-27,8,32.23,False,False,Participation
CR004723,A0629,Paralympic Trials,National,200m,2024-08-06,3,32.37,False,False,Qualified
CR004724,A0630,Regional Open,Regional,400m,2020-01-08,2,70.71,False,False,Qualified
CR004725,A0630,Botswana Nationals,National,400m,2020-12-01,7,68.73,False,False,Qualified
CR004726,A0630,Kalahari Sprint Classic,Regional,400m,2021-01-23,7,69.34,False,False,Finalist
CR004727,A0630,Independence Meet,Local,400m,2021-05-25,5,67.07,False,True,Participation
CR004728,A0630,National Championships,National,400m,2023-04-24,5,70.69,False,False,Qualified
CR004729,A0630,Paralympic Trials,National,800m,2023-09-15,4,67.44,False,False,Qualified
CR004730,A0630,Independence Meet,Local,400m,2024-02-01,2,67.63,False,True,Participation
CR004731,A0630,Botswana Nationals,National,400m,2024-07-27,7,66.63,False,False,Participation
CR004732,A0630,Paralympic Trials,National,400m,2024-12-23,2,68.76,False,False,Qualified
CR004733,A0631,Kalahari Sprint Classic,Regional,400m,2020-02-14,5,169.98,False,False,Finalist
CR004734,A0631,Kalahari Sprint Classic,Regional,800m,2020-07-18,6,171.61,False,False,Qualified
CR004735,A0631,Regional Open,Regional,800m,2021-02-13,6,164.08,False,False,Qualified
CR004736,A0631,Masa Cup,Local,800m,2021-06-21,3,161.18,False,False,Participation
CR004737,A0631,Regional Open,Regional,800m,2021-10-28,4,165.34,False,True,Participation
CR004738,A0631,Independence Meet,Local,800m,2022-02-25,2,167.12,True,False,Participation
CR004739,A0631,Masa Cup,Local,800m,2022-03-13,3,166.93,False,False,Participation
CR004740,A0631,Masa Cup,Local,800m,2024-09-08,6,169.77,False,False,Qualified
CR004741,A0632,Southern Africa Games,Continental,800m,2020-01-12,3,150.18,False,False,Qualified
CR004742,A0632,Botswana Nationals,National,800m,2020-07-18,1,149.35,False,False,Finalist
CR004743,A0632,Kalahari Sprint Classic,Regional,200m,2021-04-13,2,147.9,False,False,Finalist
CR004744,A0632,Regional Open,Regional,800m,2021-08-26,1,143.52,False,False,Participation
CR004745,A0632,National Championships,National,200m,2023-09-03,5,146.75,True,False,Participation
CR004746,A0632,Botswana Nationals,National,800m,2023-11-19,2,144.17,True,False,Participation
CR004747,A0632,Continental Series,Continental,800m,2024-08-16,4,149.5,False,False,Participation
CR004748,A0632,Continental Series,Continental,800m,2024-12-21,2,148.66,False,False,Finalist
CR004749,A0633,World Para Athletics GP,World,100m,2020-03-12,2,13.13,False,False,Participation
CR004750,A0633,World Para Athletics GP,World,200m,2020-05-03,2,13.42,False,False,Finalist
CR004751,A0633,Botswana Nationals,National,100m,2020-07-16,4,12.98,True,False,Finalist
CR004752,A0633,Continental Series,Continental,200m,2021-05-19,1,12.66,False,False,Participation
CR004753,A0633,World Para Athletics GP,World,100m,2021-11-13,1,12.56,False,False,Qualified
CR004754,A0633,Botswana Nationals,National,100m,2021-11-28,5,12.67,False,False,Participation
CR004755,A0633,National Championships,National,100m,2022-02-08,5,12.79,True,False,Finalist
CR004756,A0633,Botswana Nationals,National,200m,2022-05-19,2,13.18,False,False,Participation
CR004757,A0633,Paralympic Trials,National,100m,2023-06-21,2,12.79,False,False,Qualified
CR004758,A0633,Botswana Nationals,National,100m,2023-09-10,1,13.16,True,False,Finalist
CR004759,A0633,World Para Athletics GP,World,100m,2023-11-22,2,13.18,False,False,Qualified
CR004760,A0633,World Para Athletics GP,World,200m,2024-11-30,3,13.36,False,False,Participation
CR004761,A0634,World Para Athletics GP,World,1500m,2021-02-03,5,27.45,False,False,Finalist
CR004762,A0634,Continental Series,Continental,200m,2021-05-02,2,26.89,False,False,Qualified
CR004763,A0634,National Championships,National,200m,2021-05-22,4,26.28,False,False,Participation
CR004764,A0634,Botswana Nationals,National,200m,2021-10-18,3,27.15,True,False,Participation
CR004765,A0634,World Para Athletics GP,World,1500m,2021-12-06,1,26.82,False,False,Qualified
CR004766,A0634,Paralympic Trials,National,1500m,2022-03-09,1,26.56,False,False,Qualified
CR004767,A0634,National Championships,National,200m,2022-04-07,1,26.55,True,False,Participation
CR004768,A0634,Continental Series,Continental,200m,2022-09-21,2,27.54,False,False,Finalist
CR004769,A0634,Botswana Nationals,National,200m,2022-11-08,1,27.89,True,False,Participation
CR004770,A0634,Botswana Nationals,National,200m,2023-01-11,5,26.44,False,False,Qualified
CR004771,A0634,Southern Africa Games,Continental,200m,2023-08-19,1,26.85,False,False,Participation
CR004772,A0634,National Championships,National,1500m,2023-11-03,1,27.49,False,False,Qualified
CR004773,A0634,World Para Athletics GP,World,1500m,2024-04-10,1,27.43,False,False,Participation
CR004774,A0635,Independence Meet,Local,100m,2022-02-21,3,185.89,False,False,Finalist
CR004775,A0635,Independence Meet,Local,100m,2022-12-20,3,184.01,False,False,Participation
CR004776,A0635,Independence Meet,Local,800m,2023-01-26,4,184.51,False,False,Qualified
CR004777,A0635,Kalahari Sprint Classic,Regional,800m,2024-05-12,6,185.48,False,False,Qualified
CR004778,A0636,Regional Open,Regional,400m,2020-09-20,3,67.06,True,False,Participation
CR004779,A0636,Masa Cup,Local,400m,2021-04-29,5,67.17,True,False,Finalist
CR004780,A0636,National Championships,National,400m,2021-05-22,2,70.0,True,False,Participation
CR004781,A0636,Masa Cup,Local,400m,2021-07-31,2,70.73,True,False,Participation
CR004782,A0636,Masa Cup,Local,400m,2024-12-22,4,68.62,False,False,Finalist
CR004783,A0637,Kalahari Sprint Classic,Regional,800m,2020-03-12,3,174.19,False,False,Qualified
CR004784,A0637,Masa Cup,Local,200m,2021-09-11,3,168.47,False,False,Participation
CR004785,A0637,Kalahari Sprint Classic,Regional,800m,2022-05-29,8,169.68,False,False,Participation
CR004786,A0637,Masa Cup,Local,200m,2023-01-02,7,176.89,False,False,Participation
CR004787,A0637,Masa Cup,Local,800m,2023-01-28,3,168.9,False,False,Finalist
CR004788,A0637,Masa Cup,Local,200m,2023-04-05,7,169.1,False,False,Participation
CR004789,A0637,Regional Open,Regional,200m,2023-06-21,4,173.52,False,False,Qualified
CR004790,A0638,Paralympic Trials,National,200m,2020-09-16,3,32.38,False,False,Participation
CR004791,A0638,Masa Cup,Local,200m,2022-01-27,1,33.66,False,False,Participation
CR004792,A0638,Regional Open,Regional,200m,2023-11-04,1,32.4,False,False,Qualified
CR004793,A0638,National Championships,National,200m,2023-12-04,5,32.76,False,False,Participation
CR004794,A0638,Regional Open,Regional,100m,2024-02-28,3,32.88,False,False,Finalist
CR004795,A0639,Regional Open,Regional,400m,2021-08-22,4,71.86,True,False,Qualified
CR004796,A0639,Regional Open,Regional,400m,2021-12-20,4,71.48,False,False,Finalist
CR004797,A0639,Masa Cup,Local,400m,2022-06-07,7,75.61,False,False,Qualified
CR004798,A0639,Masa Cup,Local,400m,2022-11-10,5,74.68,False,False,Qualified
CR004799,A0640,Independence Meet,Local,400m,2020-08-17,8,76.95,False,False,Participation
CR004800,A0640,Regional Open,Regional,400m,2022-07-04,5,75.79,True,False,Participation
CR004801,A0640,Masa Cup,Local,800m,2023-06-28,7,77.52,False,False,Participation
CR004802,A0640,Independence Meet,Local,800m,2023-08-30,4,75.18,False,True,Qualified
CR004803,A0640,Regional Open,Regional,400m,2023-10-22,5,75.56,False,True,Participation
CR004804,A0641,Regional Open,Regional,200m,2020-02-18,1,28.57,False,False,Finalist
CR004805,A0641,Southern Africa Games,Continental,1500m,2021-02-21,7,28.22,False,False,Finalist
CR004806,A0641,Paralympic Trials,National,200m,2021-03-11,3,28.64,False,True,Qualified
CR004807,A0641,Southern Africa Games,Continental,200m,2022-01-02,3,29.2,False,False,Qualified
CR004808,A0641,Botswana Nationals,National,1500m,2022-03-18,2,29.67,False,False,Qualified
CR004809,A0641,Kalahari Sprint Classic,Regional,200m,2022-06-16,8,28.31,False,True,Qualified
CR004810,A0641,Regional Open,Regional,200m,2023-06-11,4,28.47,False,False,Qualified
CR004811,A0641,Southern Africa Games,Continental,1500m,2023-10-04,1,28.95,False,False,Participation
CR004812,A0641,Paralympic Trials,National,200m,2023-12-24,6,29.21,False,False,Qualified
CR004813,A0641,Kalahari Sprint Classic,Regional,1500m,2024-11-28,5,29.12,False,False,Participation
CR004814,A0642,Independence Meet,Local,400m,2020-07-25,7,63.26,True,False,Participation
CR004815,A0642,Paralympic Trials,National,400m,2021-03-21,1,64.73,False,False,Participation
CR004816,A0642,Masa Cup,Local,400m,2021-07-13,1,62.14,False,False,Participation
CR004817,A0642,Paralympic Trials,National,400m,2022-01-07,3,65.38,False,True,Participation
CR004818,A0642,Regional Open,Regional,400m,2022-09-01,7,62.05,False,True,Finalist
CR004819,A0642,Botswana Nationals,National,400m,2022-12-02,6,62.13,False,False,Finalist
CR004820,A0642,Independence Meet,Local,400m,2023-02-11,8,63.29,True,False,Finalist
CR004821,A0642,Independence Meet,Local,1500m,2023-12-16,1,64.08,True,False,Participation
CR004822,A0642,Regional Open,Regional,400m,2024-09-21,6,63.93,True,False,Participation
CR004823,A0643,Southern Africa Games,Continental,100m,2020-11-04,3,13.47,False,False,Participation
CR004824,A0643,Kalahari Sprint Classic,Regional,100m,2022-03-18,3,14.01,True,False,Qualified
CR004825,A0643,Regional Open,Regional,100m,2023-01-09,6,13.85,False,True,Participation
CR004826,A0643,Botswana Nationals,National,100m,2023-01-18,1,13.86,False,False,Participation
CR004827,A0643,Paralympic Trials,National,1500m,2023-02-05,2,13.76,True,False,Finalist
CR004828,A0643,Botswana Nationals,National,100m,2023-03-13,5,14.09,False,False,Qualified
CR004829,A0643,National Championships,National,100m,2024-02-06,1,13.46,False,False,Participation
CR004830,A0643,National Championships,National,100m,2024-07-27,3,13.21,False,False,Finalist
CR004831,A0644,Masa Cup,Local,400m,2020-03-29,7,31.32,True,False,Participation
CR004832,A0644,Botswana Nationals,National,200m,2021-01-14,6,31.13,False,False,Qualified
CR004833,A0644,Independence Meet,Local,200m,2021-08-01,3,29.97,False,False,Finalist
CR004834,A0644,National Championships,National,200m,2022-03-05,3,29.82,False,False,Finalist
CR004835,A0644,National Championships,National,200m,2023-03-22,3,30.55,False,False,Participation
CR004836,A0644,Paralympic Trials,National,400m,2023-04-14,1,30.6,False,False,Finalist
CR004837,A0644,Regional Open,Regional,200m,2023-10-21,3,29.81,False,False,Participation
CR004838,A0644,Masa Cup,Local,200m,2024-06-15,3,31.75,True,False,Finalist
CR004839,A0645,Masa Cup,Local,200m,2020-07-15,3,72.92,False,False,Participation
CR004840,A0645,Independence Meet,Local,200m,2020-09-14,3,75.93,True,False,Participation
CR004841,A0645,Masa Cup,Local,400m,2022-11-01,2,76.9,False,False,Participation
CR004842,A0645,Kalahari Sprint Classic,Regional,400m,2023-08-04,6,72.88,False,True,Finalist
CR004843,A0645,Independence Meet,Local,200m,2023-08-16,3,75.64,False,False,Finalist
CR004844,A0645,Regional Open,Regional,400m,2023-10-05,4,73.37,False,False,Finalist
CR004845,A0645,Kalahari Sprint Classic,Regional,400m,2024-07-11,3,74.71,True,False,Participation
CR004846,A0645,Independence Meet,Local,400m,2024-09-06,6,73.04,False,False,Qualified
CR004847,A0646,Paralympic Trials,National,400m,2020-04-05,1,62.32,False,False,Finalist
CR004848,A0646,Regional Open,Regional,400m,2021-02-15,3,65.37,False,False,Participation
CR004849,A0646,Independence Meet,Local,400m,2022-09-15,4,62.37,False,False,Participation
CR004850,A0646,Paralympic Trials,National,400m,2023-03-16,1,62.98,False,False,Participation
CR004851,A0646,Botswana Nationals,National,400m,2023-07-26,1,62.56,False,True,Participation
CR004852,A0646,Kalahari Sprint Classic,Regional,400m,2023-08-31,4,62.48,True,False,Qualified
CR004853,A0647,Botswana Nationals,National,400m,2020-03-21,7,56.1,False,False,Participation
CR004854,A0647,Botswana Nationals,National,1500m,2021-11-03,1,55.67,True,False,Participation
CR004855,A0647,Paralympic Trials,National,400m,2021-11-22,2,55.73,False,False,Qualified
CR004856,A0647,Paralympic Trials,National,400m,2022-03-26,2,56.74,False,False,Participation
CR004857,A0647,Southern Africa Games,Continental,400m,2023-03-20,1,58.07,False,True,Finalist
CR004858,A0647,Continental Series,Continental,400m,2023-04-17,4,56.32,False,True,Qualified
CR004859,A0647,Paralympic Trials,National,400m,2023-06-16,1,57.83,False,False,Participation
CR004860,A0647,World Para Athletics GP,World,400m,2024-04-11,2,56.33,False,False,Finalist
CR004861,A0647,Botswana Nationals,National,400m,2024-09-25,7,54.6,False,True,Finalist
CR004862,A0648,Kalahari Sprint Classic,Regional,400m,2021-11-14,5,73.79,False,False,Finalist
CR004863,A0648,Regional Open,Regional,400m,2022-02-15,2,75.79,False,False,Finalist
CR004864,A0648,Independence Meet,Local,400m,2022-08-31,6,76.19,False,False,Participation
CR004865,A0648,Kalahari Sprint Classic,Regional,400m,2024-07-19,7,74.51,False,False,Participation
CR004866,A0648,Kalahari Sprint Classic,Regional,400m,2024-08-10,4,78.11,False,False,Qualified
CR004867,A0649,Kalahari Sprint Classic,Regional,400m,2020-04-20,3,64.33,True,False,Participation
CR004868,A0649,Botswana Nationals,National,800m,2020-09-24,7,63.85,False,False,Participation
CR004869,A0649,National Championships,National,400m,2021-04-01,2,65.58,False,False,Participation
CR004870,A0649,Independence Meet,Local,400m,2021-06-19,2,65.99,False,False,Qualified
CR004871,A0649,Independence Meet,Local,400m,2021-08-18,2,63.64,True,False,Qualified
CR004872,A0649,Botswana Nationals,National,400m,2021-09-25,5,65.43,False,False,Qualified
CR004873,A0649,Botswana Nationals,National,400m,2024-07-03,1,66.49,False,False,Finalist
CR004874,A0649,Kalahari Sprint Classic,Regional,400m,2024-07-29,7,63.05,False,False,Participation
CR004875,A0650,Kalahari Sprint Classic,Regional,200m,2020-10-12,5,30.52,False,False,Finalist
CR004876,A0650,Botswana Nationals,National,200m,2021-01-08,5,30.11,False,False,Participation
CR004877,A0650,National Championships,National,200m,2022-09-02,4,30.52,False,False,Finalist
CR004878,A0650,Paralympic Trials,National,800m,2022-12-07,2,29.42,False,False,Finalist
CR004879,A0650,Paralympic Trials,National,200m,2022-12-25,1,31.2,False,False,Qualified
CR004880,A0650,Regional Open,Regional,800m,2024-11-08,5,30.3,False,False,Finalist
CR004881,A0651,Masa Cup,Local,100m,2020-01-10,2,14.74,True,False,Participation
CR004882,A0651,National Championships,National,100m,2021-09-13,5,14.6,False,False,Participation
CR004883,A0651,Kalahari Sprint Classic,Regional,100m,2021-10-24,3,15.22,False,False,Finalist
CR004884,A0651,Masa Cup,Local,100m,2023-07-25,3,15.0,True,False,Participation
CR004885,A0651,Masa Cup,Local,100m,2023-10-23,1,15.05,False,False,Qualified
CR004886,A0651,Independence Meet,Local,800m,2024-01-19,1,15.06,False,False,Qualified
CR004887,A0651,Masa Cup,Local,100m,2024-06-24,3,14.81,False,False,Finalist
CR004888,A0652,Independence Meet,Local,200m,2021-08-02,7,35.57,False,False,Finalist
CR004889,A0652,Regional Open,Regional,200m,2021-12-14,8,35.3,True,False,Finalist
CR004890,A0652,Independence Meet,Local,200m,2022-11-16,7,35.78,False,False,Finalist
CR004891,A0652,Regional Open,Regional,200m,2024-11-26,3,35.19,False,False,Qualified
CR004892,A0653,Regional Open,Regional,400m,2021-03-23,4,34.6,False,False,Participation
CR004893,A0653,Regional Open,Regional,200m,2023-08-04,3,34.11,True,False,Participation
CR004894,A0653,Regional Open,Regional,200m,2023-12-23,2,34.57,True,True,Qualified
CR004895,A0653,Regional Open,Regional,200m,2024-03-03,6,33.33,False,False,Participation
CR004896,A0654,Masa Cup,Local,1500m,2021-03-15,1,65.18,False,False,Participation
CR004897,A0654,Regional Open,Regional,400m,2021-04-05,8,65.95,False,False,Participation
CR004898,A0654,Regional Open,Regional,400m,2022-10-30,3,64.15,False,False,Participation
CR004899,A0654,Kalahari Sprint Classic,Regional,400m,2023-06-30,5,65.74,False,False,Qualified
CR004900,A0654,Masa Cup,Local,400m,2024-03-23,2,62.39,False,False,Participation
CR004901,A0654,Masa Cup,Local,400m,2024-06-05,3,65.64,False,False,Participation
CR004902,A0655,Kalahari Sprint Classic,Regional,400m,2020-05-18,5,70.36,False,False,Participation
CR004903,A0655,Masa Cup,Local,400m,2021-02-23,4,70.47,False,False,Qualified
CR004904,A0655,Independence Meet,Local,400m,2024-06-26,4,69.91,False,False,Participation
CR004905,A0655,Independence Meet,Local,1500m,2024-08-31,5,71.11,False,False,Participation
CR004906,A0655,Kalahari Sprint Classic,Regional,400m,2024-10-27,2,69.46,False,True,Participation
CR004907,A0656,Independence Meet,Local,200m,2020-10-04,3,34.72,True,False,Qualified
CR004908,A0656,Independence Meet,Local,400m,2022-09-03,6,34.8,False,False,Participation
CR004909,A0656,Kalahari Sprint Classic,Regional,400m,2023-08-02,2,35.84,False,False,Participation
CR004910,A0656,Regional Open,Regional,200m,2024-11-28,2,36.22,False,False,Qualified
CR004911,A0657,National Championships,National,100m,2020-07-14,2,15.26,False,False,Participation
CR004912,A0657,National Championships,National,100m,2021-09-14,7,15.06,False,False,Qualified
CR004913,A0657,Paralympic Trials,National,200m,2022-10-06,1,15.27,False,False,Qualified
CR004914,A0657,Paralympic Trials,National,100m,2023-07-05,4,15.07,False,False,Qualified
CR004915,A0657,Independence Meet,Local,100m,2024-03-24,7,15.31,False,False,Participation
CR004916,A0657,Botswana Nationals,National,100m,2024-12-16,3,15.66,False,False,Participation
CR004917,A0658,Independence Meet,Local,400m,2020-12-29,2,68.15,False,False,Finalist
CR004918,A0658,Regional Open,Regional,400m,2021-03-01,3,71.27,False,False,Participation
CR004919,A0658,Masa Cup,Local,100m,2023-12-08,8,72.31,True,False,Participation
CR004920,A0658,Regional Open,Regional,400m,2024-07-16,8,69.05,False,False,Participation
CR004921,A0658,Kalahari Sprint Classic,Regional,100m,2024-12-13,7,72.68,True,True,Participation
CR004922,A0659,Paralympic Trials,National,1500m,2022-06-30,4,286.48,False,False,Participation
CR004923,A0659,Kalahari Sprint Classic,Regional,1500m,2023-02-02,3,286.76,False,False,Qualified
CR004924,A0659,Paralympic Trials,National,200m,2023-08-07,2,291.53,False,False,Qualified
CR004925,A0659,Kalahari Sprint Classic,Regional,1500m,2023-09-19,1,300.92,True,False,Qualified
CR004926,A0659,Paralympic Trials,National,200m,2023-10-16,5,288.79,True,False,Qualified
CR004927,A0659,Regional Open,Regional,200m,2024-02-04,5,290.52,False,False,Qualified
CR004928,A0659,National Championships,National,1500m,2024-12-26,4,294.19,False,False,Participation
CR004929,A0660,Kalahari Sprint Classic,Regional,200m,2020-07-09,3,32.84,False,False,Finalist
CR004930,A0660,Masa Cup,Local,200m,2021-02-21,6,33.89,False,False,Finalist
CR004931,A0660,Masa Cup,Local,200m,2021-03-22,2,33.61,False,False,Participation
CR004932,A0660,Independence Meet,Local,200m,2021-04-23,2,33.97,True,False,Participation
CR004933,A0660,Masa Cup,Local,200m,2021-04-25,5,34.23,True,False,Participation
CR004934,A0660,Kalahari Sprint Classic,Regional,200m,2022-10-23,6,33.7,False,False,Participation
CR004935,A0660,Kalahari Sprint Classic,Regional,200m,2023-02-24,3,32.64,False,False,Participation
CR004936,A0660,Independence Meet,Local,200m,2024-02-19,3,34.48,True,False,Qualified
CR004937,A0661,Botswana Nationals,National,1500m,2020-10-23,1,282.62,False,False,Qualified
CR004938,A0661,Southern Africa Games,Continental,1500m,2021-11-24,3,292.38,False,False,Finalist
CR004939,A0661,Kalahari Sprint Classic,Regional,1500m,2023-02-09,1,287.47,False,False,Finalist
CR004940,A0661,Paralympic Trials,National,400m,2023-07-31,4,294.81,False,False,Participation
CR004941,A0661,Botswana Nationals,National,1500m,2023-08-10,7,279.95,False,False,Qualified
CR004942,A0661,Continental Series,Continental,1500m,2024-02-15,4,282.7,False,False,Finalist
CR004943,A0661,Botswana Nationals,National,1500m,2024-05-14,1,286.91,False,False,Participation
CR004944,A0662,Paralympic Trials,National,200m,2022-09-03,5,30.87,False,False,Participation
CR004945,A0662,National Championships,National,100m,2023-03-16,5,31.32,False,False,Participation
CR004946,A0662,Paralympic Trials,National,200m,2023-03-22,5,31.04,False,False,Qualified
CR004947,A0662,National Championships,National,100m,2023-04-16,1,31.27,False,False,Finalist
CR004948,A0662,National Championships,National,200m,2023-11-29,6,31.75,False,False,Participation
CR004949,A0662,Kalahari Sprint Classic,Regional,100m,2024-09-28,5,29.72,False,False,Participation
CR004950,A0663,National Championships,National,100m,2020-05-19,4,15.08,False,False,Qualified
CR004951,A0663,Independence Meet,Local,100m,2021-02-24,3,14.52,False,False,Finalist
CR004952,A0663,National Championships,National,100m,2021-04-02,7,14.64,False,False,Participation
CR004953,A0663,Independence Meet,Local,200m,2021-05-06,5,15.11,True,False,Participation
CR004954,A0663,Kalahari Sprint Classic,Regional,100m,2021-12-11,4,14.77,False,False,Participation
CR004955,A0663,Kalahari Sprint Classic,Regional,200m,2022-09-02,4,14.17,False,False,Participation
CR004956,A0663,Regional Open,Regional,100m,2023-05-12,2,15.08,False,False,Participation
CR004957,A0663,Independence Meet,Local,100m,2024-07-18,1,14.89,False,False,Participation
CR004958,A0664,Regional Open,Regional,800m,2021-01-02,4,172.82,False,False,Participation
CR004959,A0664,Independence Meet,Local,200m,2021-07-15,8,173.81,False,False,Qualified
CR004960,A0664,Kalahari Sprint Classic,Regional,800m,2021-10-12,6,176.59,False,False,Participation
CR004961,A0664,Masa Cup,Local,800m,2023-02-24,3,167.48,False,False,Qualified
CR004962,A0664,Regional Open,Regional,800m,2023-03-05,6,174.22,False,False,Participation
CR004963,A0664,Masa Cup,Local,800m,2023-04-27,3,177.55,False,False,Participation
CR004964,A0664,Regional Open,Regional,800m,2024-01-14,3,176.59,False,False,Participation
CR004965,A0664,Masa Cup,Local,800m,2024-08-31,7,167.72,True,False,Qualified
CR004966,A0665,Independence Meet,Local,400m,2020-02-26,5,67.85,False,False,Participation
CR004967,A0665,Kalahari Sprint Classic,Regional,400m,2020-05-11,8,64.99,False,False,Finalist
CR004968,A0665,Botswana Nationals,National,400m,2022-08-18,4,65.84,True,False,Finalist
CR004969,A0665,Independence Meet,Local,200m,2022-11-19,7,66.63,False,False,Qualified
CR004970,A0665,National Championships,National,400m,2024-11-20,6,65.96,True,False,Participation
CR004971,A0666,Regional Open,Regional,200m,2020-01-08,3,29.32,True,False,Qualified
CR004972,A0666,Botswana Nationals,National,1500m,2020-06-30,4,29.11,False,False,Qualified
CR004973,A0666,Regional Open,Regional,200m,2020-08-04,8,28.61,True,False,Qualified
CR004974,A0666,Paralympic Trials,National,200m,2020-12-18,4,28.51,False,False,Participation
CR004975,A0666,Botswana Nationals,National,200m,2021-01-07,3,28.2,False,False,Qualified
CR004976,A0666,Southern Africa Games,Continental,1500m,2021-02-05,1,29.72,False,False,Participation
CR004977,A0666,Southern Africa Games,Continental,200m,2021-03-30,2,28.97,False,True,Participation
CR004978,A0666,Continental Series,Continental,200m,2022-02-10,6,28.23,False,False,Participation
