medal_id,athlete_id,competition_name,event,medal_type,competition_level,year
M001837,A0484,Southern Africa Games,200m,Gold,Continental,2024
M001838,A0485,Masa Cup,100m,Bronze,Local,2020
M001839,A0485,Kalahari Sprint Classic,800m,Silver,Regional,2021
M001840,A0486,Independence Meet,100m,Silver,Local,2020
M001841,A0486,Masa Cup,100m,Silver,Local,2021
M001842,A0486,Regional Open,100m,Bronze,Regional,2024
M001843,A0487,Continental Series,100m,Silver,Continental,2020
M001844,A0487,Botswana Nationals,800m,Silver,National,2023
M001845,A0487,Southern Africa Games,100m,Silver,Continental,2024
M001846,A0487,National Championships,100m,Bronze,National,2024
M001847,A0488,Masa Cup,800m,Bronze,Local,2020
M001848,A0488,Paralympic Trials,200m,Silver,National,2021
M001849,A0488,Masa Cup,800m,Silver,Local,2022
M001850,A0489,Botswana Nationals,200m,Bronze,National,2020
M001851,A0489,Botswana Nationals,200m,Bronze,National,2021
M001852,A0489,Southern Africa Games,200m,Silver,Continental,2023
M001853,A0490,Masa Cup,200m,Bronze,Local,2021
M001854,A0490,National Championships,200m,Bronze,National,2022
M001855,A0490,Kalahari Sprint Classic,200m,Gold,Regional,2024
M001856,A0491,National Championships,400m,Bronze,National,2021
M001857,A0491,Botswana Nationals,400m,Gold,National,2022
M001858,A0491,Botswana Nationals,400m,Bronze,National,2024
M001859,A0491,Botswana Nationals,400m,Gold,National,2024
M001860,A0492,Independence Meet,400m,Gold,Local,2021
M001861,A0492,National Championships,400m,Bronze,National,2021
M001862,A0492,Paralympic Trials,400m,Silver,National,2021
M001863,A0492,Paralympic Trials,800m,Bronze,National,2022
M001864,A0493,Southern Africa Games,800m,Silver,Continental,2020
M001865,A0493,Continental Series,800m,Silver,Continental,2020
M001866,A0493,Southern Africa Games,800m,Silver,Continental,2020
M001867,A0493,Kalahari Sprint Classic,800m,Bronze,Regional,2021
M001868,A0493,Regional Open,800m,Gold,Regional,2023
M001869,A0493,Regional Open,800m,Silver,Regional,2023
M001870,A0493,Botswana Nationals,200m,Bronze,National,2023
M001871,A0493,Botswana Nationals,800m,Silver,National,2024
M001872,A0494,Paralympic Trials,800m,Silver,National,2020
M001873,A0494,Masa Cup,800m,Silver,Local,2021
M001874,A0494,Paralympic Trials,800m,Bronze,National,2024
M001875,A0494,National Championships,200m,Silver,National,2024
M001876,A0495,Independence Meet,400m,Silver,Local,2022
M001877,A0495,Independence Meet,400m,Silver,Local,2023
M001878,A0496,Botswana Nationals,400m,Silver,National,2020
M001879,A0496,National Championships,400m,Gold,National,2021
M001880,A0496,Paralympic Trials,200m,Silver,National,2021
M001881,A0496,Kalahari Sprint Classic,200m,Bronze,Regional,2023
M001882,A0496,Masa Cup,400m,Silver,Local,2024
M001883,A0497,National Championships,800m,Gold,National,2021
M001884,A0497,Paralympic Trials,800m,Gold,National,2021
M001885,A0497,Continental Series,200m,Silver,Continental,2021
M001886,A0497,National Championships,800m,Silver,National,2022
M001887,A0497,Botswana Nationals,800m,Gold,National,2022
M001888,A0497,National Championships,800m,Gold,National,2022
M001889,A0497,Paralympic Trials,800m,Silver,National,2023
M001890,A0497,Continental Series,800m,Silver,Continental,2023
M001891,A0498,Independence Meet,800m,Bronze,Local,2020
M001892,A0498,Botswana Nationals,200m,Bronze,National,2020
M001893,A0499,Independence Meet,400m,Bronze,Local,2020
M001894,A0499,Independence Meet,400m,Silver,Local,2020
M001895,A0499,Regional Open,1500m,Silver,Regional,2023
M001896,A0500,Regional Open,800m,Silver,Regional,2022
M001897,A0500,Kalahari Sprint Classic,800m,Bronze,Regional,2023
M001898,A0500,Kalahari Sprint Classic,800m,Silver,Regional,2024
M001899,A0500,Independence Meet,800m,Silver,Local,2024
M001900,A0501,Regional Open,200m,Bronze,Regional,2020
M001901,A0501,Masa Cup,200m,Bronze,Local,2021
M001902,A0501,Regional Open,200m,Bronze,Regional,2024
M001903,A0502,Regional Open,400m,Bronze,Regional,2023
M001904,A0502,Independence Meet,400m,Silver,Local,2024
M001905,A0503,Regional Open,100m,Silver,Regional,2020
M001906,A0503,Masa Cup,100m,Bronze,Local,2021
M001907,A0503,Independence Meet,100m,Bronze,Local,2023
M001908,A0503,Independence Meet,400m,Bronze,Local,2023
M001909,A0503,Independence Meet,400m,Bronze,Local,2024
M001910,A0504,Regional Open,1500m,Silver,Regional,2024
M001911,A0505,Regional Open,200m,Silver,Regional,2021
M001912,A0505,Paralympic Trials,200m,Bronze,National,2021
M001913,A0505,Paralympic Trials,200m,Silver,National,2022
M001914,A0505,Paralympic Trials,1500m,Silver,National,2023
M001915,A0506,Paralympic Trials,800m,Silver,National,2020
M001916,A0506,Botswana Nationals,100m,Silver,National,2020
M001917,A0506,Kalahari Sprint Classic,800m,Silver,Regional,2021
M001918,A0507,Independence Meet,800m,Bronze,Local,2020
M001919,A0507,Kalahari Sprint Classic,800m,Bronze,Regional,2020
M001920,A0507,Independence Meet,800m,Silver,Local,2023
M001921,A0508,Paralympic Trials,100m,Bronze,National,2022
M001922,A0509,Kalahari Sprint Classic,400m,Bronze,Regional,2022
M001923,A0509,Masa Cup,400m,Bronze,Local,2023
M001924,A0510,Paralympic Trials,200m,Gold,National,2020
M001925,A0510,Continental Series,200m,Gold,Continental,2020
M001926,A0510,World Para Athletics GP,200m,Silver,World,2021
M001927,A0510,Continental Series,200m,Silver,Continental,2021
M001928,A0510,World Para Athletics GP,200m,Silver,World,2021
M001929,A0510,National Championships,1500m,Gold,National,2022
M001930,A0510,National Championships,200m,Bronze,National,2024
M001931,A0511,Masa Cup,400m,Silver,Local,2022
M001932,A0511,Independence Meet,400m,Silver,Local,2022
M001933,A0511,Masa Cup,400m,Silver,Local,2022
M001934,A0511,Masa Cup,400m,Bronze,Local,2023
M001935,A0511,Independence Meet,200m,Silver,Local,2023
M001936,A0512,Independence Meet,100m,Bronze,Local,2021
M001937,A0512,Regional Open,100m,Bronze,Regional,2024
M001938,A0513,National Championships,200m,Gold,National,2020
M001939,A0513,Regional Open,200m,Silver,Regional,2023
M001940,A0513,National Championships,200m,Silver,National,2023
M001941,A0514,Independence Meet,1500m,Silver,Local,2020
M001942,A0514,Regional Open,1500m,Silver,Regional,2022
M001943,A0514,Regional Open,1500m,Bronze,Regional,2023
M001944,A0515,Independence Meet,400m,Bronze,Local,2023
M001945,A0516,Kalahari Sprint Classic,1500m,Silver,Regional,2022
M001946,A0517,Regional Open,800m,Bronze,Regional,2020
M001947,A0517,National Championships,800m,Silver,National,2021
M001948,A0517,Independence Meet,800m,Gold,Local,2022
M001949,A0518,Paralympic Trials,200m,Gold,National,2020
M001950,A0518,Paralympic Trials,100m,Gold,National,2021
M001951,A0518,Regional Open,100m,Bronze,Regional,2024
M001952,A0519,Paralympic Trials,200m,Gold,National,2022
M001953,A0519,Independence Meet,100m,Silver,Local,2023
M001954,A0519,National Championships,100m,Silver,National,2024
M001955,A0520,National Championships,400m,Silver,National,2022
M001956,A0520,National Championships,200m,Silver,National,2024
M001957,A0521,National Championships,200m,Bronze,National,2021
M001958,A0521,Paralympic Trials,200m,Bronze,National,2023
M001959,A0521,Botswana Nationals,200m,Silver,National,2024
M001960,A0522,National Championships,200m,Bronze,National,2020
M001961,A0522,Southern Africa Games,200m,Gold,Continental,2021
M001962,A0522,National Championships,200m,Bronze,National,2023
M001963,A0523,Masa Cup,200m,Bronze,Local,2020
M001964,A0523,Masa Cup,800m,Silver,Local,2021
M001965,A0523,Regional Open,200m,Bronze,Regional,2021
M001966,A0524,Botswana Nationals,400m,Bronze,National,2021
M001967,A0524,Independence Meet,200m,Bronze,Local,2022
M001968,A0524,Regional Open,400m,Gold,Regional,2023
M001969,A0525,Botswana Nationals,100m,Bronze,National,2021
M001970,A0525,Regional Open,100m,Bronze,Regional,2021
M001971,A0525,Kalahari Sprint Classic,100m,Bronze,Regional,2023
M001972,A0525,Masa Cup,100m,Silver,Local,2024
M001973,A0526,Southern Africa Games,1500m,Silver,Continental,2021
M001974,A0526,World Para Athletics GP,1500m,Silver,World,2022
M001975,A0526,Southern Africa Games,1500m,Gold,Continental,2022
M001976,A0526,Southern Africa Games,1500m,Gold,Continental,2022
M001977,A0526,Paralympic Trials,1500m,Silver,National,2022
M001978,A0527,Kalahari Sprint Classic,100m,Gold,Regional,2020
M001979,A0527,Kalahari Sprint Classic,100m,Silver,Regional,2021
M001980,A0527,Independence Meet,100m,Gold,Local,2022
M001981,A0527,Kalahari Sprint Classic,100m,Bronze,Regional,2022
M001982,A0527,Paralympic Trials,100m,Bronze,National,2022
M001983,A0527,Regional Open,1500m,Gold,Regional,2023
M001984,A0527,Kalahari Sprint Classic,100m,Gold,Regional,2023
M001985,A0528,Kalahari Sprint Classic,1500m,Gold,Regional,2023
M001986,A0529,National Championships,100m,Gold,National,2020
M001987,A0529,Kalahari Sprint Classic,100m,Bronze,Regional,2021
M001988,A0529,National Championships,100m,Silver,National,2022
M001989,A0529,National Championships,1500m,Gold,National,2023
M001990,A0530,Regional Open,100m,Silver,Regional,2020
M001991,A0530,Masa Cup,100m,Bronze,Local,2020
M001992,A0530,Independence Meet,100m,Bronze,Local,2022
M001993,A0531,Kalahari Sprint Classic,100m,Silver,Regional,2020
M001994,A0531,Paralympic Trials,100m,Bronze,National,2020
M001995,A0531,Continental Series,100m,Bronze,Continental,2021
M001996,A0531,Regional Open,100m,Silver,Regional,2022
M001997,A0531,Southern Africa Games,100m,Bronze,Continental,2023
M001998,A0532,Masa Cup,400m,Silver,Local,2024
M001999,A0533,Regional Open,800m,Silver,Regional,2022
M002000,A0534,Regional Open,1500m,Gold,Regional,2020
M002001,A0534,Masa Cup,800m,Silver,Local,2022
M002002,A0534,Kalahari Sprint Classic,800m,Silver,Regional,2024
M002003,A0535,Regional Open,400m,Silver,Regional,2021
M002004,A0535,Masa Cup,400m,Silver,Local,2022
M002005,A0536,Regional Open,200m,Gold,Regional,2021
M002006,A0536,National Championships,400m,Bronze,National,2024
M002007,A0536,Regional Open,400m,Silver,Regional,2024
M002008,A0536,Paralympic Trials,400m,Silver,National,2024
M002009,A0537,Botswana Nationals,100m,Bronze,National,2020
M002010,A0537,Masa Cup,200m,Bronze,Local,2021
M002011,A0537,Paralympic Trials,200m,Bronze,National,2021
M002012,A0537,National Championships,100m,Silver,National,2024
M002013,A0538,Masa Cup,400m,Gold,Local,2021
M002014,A0538,National Championships,100m,Gold,National,2023
M002015,A0539,Regional Open,800m,Gold,Regional,2020
M002016,A0539,Regional Open,800m,Gold,Regional,2020
M002017,A0539,Kalahari Sprint Classic,800m,Silver,Regional,2020
M002018,A0539,Paralympic Trials,800m,Silver,National,2022
M002019,A0539,Kalahari Sprint Classic,800m,Bronze,Regional,2023
M002020,A0539,Regional Open,1500m,Bronze,Regional,2024
M002021,A0541,Masa Cup,400m,Silver,Local,2022
M002022,A0541,Masa Cup,400m,Silver,Local,2022
M002023,A0542,Botswana Nationals,400m,Bronze,National,2023
M002024,A0542,Independence Meet,400m,Silver,Local,2024
M002025,A0542,National Championships,400m,Silver,National,2024
M002026,A0543,Regional Open,200m,Gold,Regional,2020
M002027,A0543,Paralympic Trials,100m,Silver,National,2021
M002028,A0543,Southern Africa Games,100m,Silver,Continental,2022
M002029,A0543,Regional Open,200m,Bronze,Regional,2024
M002030,A0544,Masa Cup,100m,Silver,Local,2021
M002031,A0545,Southern Africa Games,200m,Bronze,Continental,2020
M002032,A0545,Southern Africa Games,200m,Silver,Continental,2020
M002033,A0545,World Para Athletics GP,200m,Bronze,World,2021
M002034,A0545,Continental Series,200m,Bronze,Continental,2021
M002035,A0545,Botswana Nationals,1500m,Bronze,National,2022
M002036,A0545,Continental Series,200m,Gold,Continental,2022
M002037,A0545,National Championships,200m,Silver,National,2022
M002038,A0545,Paralympic Trials,200m,Silver,National,2022
M002039,A0545,Continental Series,200m,Bronze,Continental,2023
M002040,A0545,Paralympic Trials,200m,Gold,National,2024
M002041,A0546,Regional Open,100m,Silver,Regional,2020
M002042,A0546,Independence Meet,200m,Bronze,Local,2024
M002043,A0547,Kalahari Sprint Classic,100m,Bronze,Regional,2022
M002044,A0547,Paralympic Trials,800m,Silver,National,2023
M002045,A0547,Botswana Nationals,100m,Silver,National,2024
M002046,A0547,Regional Open,100m,Silver,Regional,2024
M002047,A0548,Kalahari Sprint Classic,800m,Silver,Regional,2020
M002048,A0548,Independence Meet,100m,Bronze,Local,2021
M002049,A0548,Masa Cup,100m,Silver,Local,2022
M002050,A0549,Masa Cup,100m,Bronze,Local,2022
M002051,A0550,Independence Meet,800m,Silver,Local,2021
M002052,A0550,Masa Cup,800m,Silver,Local,2024
M002053,A0550,Independence Meet,800m,Bronze,Local,2024
M002054,A0551,Botswana Nationals,400m,Gold,National,2020
M002055,A0551,National Championships,1500m,Gold,National,2021
M002056,A0551,Paralympic Trials,400m,Silver,National,2021
M002057,A0551,Botswana Nationals,400m,Gold,National,2023
M002058,A0551,Botswana Nationals,400m,Gold,National,2024
M002059,A0552,Masa Cup,100m,Silver,Local,2022
M002060,A0553,Regional Open,200m,Bronze,Regional,2021
M002061,A0553,Independence Meet,200m,Bronze,Local,2021
M002062,A0553,Regional Open,200m,Silver,Regional,2022
M002063,A0554,Independence Meet,200m,Bronze,Local,2021
M002064,A0554,Independence Meet,200m,Bronze,Local,2023
M002065,A0554,Independence Meet,200m,Bronze,Local,2023
M002066,A0554,Regional Open,200m,Bronze,Regional,2024
M002067,A0555,Paralympic Trials,800m,Bronze,National,2021
M002068,A0555,Independence Meet,400m,Bronze,Local,2022
M002069,A0555,Kalahari Sprint Classic,800m,Bronze,Regional,2022
M002070,A0555,Masa Cup,400m,Gold,Local,2023
M002071,A0556,National Championships,1500m,Silver,National,2023
M002072,A0556,Independence Meet,400m,Silver,Local,2024
M002073,A0557,Kalahari Sprint Classic,200m,Silver,Regional,2022
M002074,A0557,Independence Meet,200m,Silver,Local,2024
M002075,A0558,Regional Open,1500m,Silver,Regional,2022
M002076,A0558,Masa Cup,1500m,Bronze,Local,2022
M002077,A0559,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M002078,A0559,Masa Cup,100m,Silver,Local,2021
M002079,A0559,Independence Meet,400m,Bronze,Local,2024
M002080,A0560,Masa Cup,100m,Silver,Local,2023
M002081,A0560,National Championships,200m,Bronze,National,2023
M002082,A0561,Kalahari Sprint Classic,1500m,Silver,Regional,2023
M002083,A0561,Regional Open,400m,Gold,Regional,2024
M002084,A0562,National Championships,800m,Gold,National,2020
M002085,A0562,National Championships,100m,Silver,National,2021
M002086,A0562,Continental Series,800m,Gold,Continental,2022
M002087,A0562,Regional Open,100m,Bronze,Regional,2022
M002088,A0562,Paralympic Trials,100m,Bronze,National,2023
M002089,A0563,National Championships,100m,Gold,National,2022
M002090,A0564,Masa Cup,400m,Silver,Local,2020
M002091,A0564,Masa Cup,400m,Silver,Local,2022
M002092,A0565,Regional Open,200m,Bronze,Regional,2020
M002093,A0565,National Championships,400m,Bronze,National,2021
M002094,A0565,Southern Africa Games,200m,Bronze,Continental,2021
M002095,A0565,Regional Open,400m,Bronze,Regional,2021
M002096,A0566,Independence Meet,200m,Gold,Local,2021
M002097,A0566,Independence Meet,200m,Gold,Local,2022
M002098,A0566,Independence Meet,200m,Gold,Local,2022
M002099,A0567,Regional Open,800m,Gold,Regional,2021
M002100,A0567,Kalahari Sprint Classic,200m,Gold,Regional,2023
M002101,A0567,Masa Cup,200m,Gold,Local,2024
M002102,A0568,Kalahari Sprint Classic,800m,Bronze,Regional,2023
M002103,A0569,Kalahari Sprint Classic,800m,Gold,Regional,2020
M002104,A0569,Regional Open,800m,Gold,Regional,2022
M002105,A0569,Independence Meet,800m,Gold,Local,2023
M002106,A0569,Independence Meet,800m,Gold,Local,2024
M002107,A0569,Regional Open,200m,Silver,Regional,2024
M002108,A0570,Paralympic Trials,1500m,Gold,National,2021
M002109,A0570,Southern Africa Games,800m,Gold,Continental,2021
M002110,A0570,Botswana Nationals,800m,Gold,National,2021
M002111,A0570,National Championships,800m,Silver,National,2021
M002112,A0570,Kalahari Sprint Classic,800m,Gold,Regional,2022
M002113,A0570,Kalahari Sprint Classic,800m,Silver,Regional,2024
M002114,A0570,Botswana Nationals,800m,Gold,National,2024
M002115,A0571,National Championships,100m,Bronze,National,2022
M002116,A0571,Paralympic Trials,100m,Silver,National,2023
M002117,A0571,Regional Open,800m,Silver,Regional,2024
M002118,A0571,National Championships,800m,Silver,National,2024
M002119,A0573,Independence Meet,1500m,Bronze,Local,2020
M002120,A0573,Regional Open,100m,Silver,Regional,2021
M002121,A0573,Kalahari Sprint Classic,1500m,Bronze,Regional,2023
M002122,A0574,Regional Open,100m,Gold,Regional,2020
M002123,A0574,Botswana Nationals,200m,Bronze,National,2022
M002124,A0574,Paralympic Trials,200m,Bronze,National,2023
M002125,A0574,Independence Meet,100m,Silver,Local,2024
M002126,A0575,Botswana Nationals,800m,Silver,National,2020
M002127,A0575,Botswana Nationals,800m,Bronze,National,2020
M002128,A0575,Independence Meet,100m,Gold,Local,2021
M002129,A0575,Botswana Nationals,800m,Silver,National,2023
M002130,A0575,Botswana Nationals,800m,Silver,National,2024
M002131,A0576,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M002132,A0576,Botswana Nationals,100m,Gold,National,2021
M002133,A0576,Botswana Nationals,100m,Bronze,National,2021
M002134,A0576,National Championships,400m,Silver,National,2022
M002135,A0576,Kalahari Sprint Classic,100m,Gold,Regional,2023
M002136,A0576,Regional Open,100m,Bronze,Regional,2024
M002137,A0576,Paralympic Trials,100m,Gold,National,2024
M002138,A0577,Paralympic Trials,100m,Bronze,National,2020
M002139,A0577,National Championships,100m,Bronze,National,2021
M002140,A0577,National Championships,400m,Silver,National,2021
M002141,A0577,Paralympic Trials,100m,Silver,National,2023
M002142,A0577,Independence Meet,100m,Silver,Local,2023
M002143,A0578,National Championships,100m,Silver,National,2020
M002144,A0578,Paralympic Trials,100m,Silver,National,2020
M002145,A0578,Paralympic Trials,400m,Gold,National,2021
M002146,A0578,Paralympic Trials,400m,Gold,National,2021
M002147,A0578,Southern Africa Games,100m,Silver,Continental,2022
M002148,A0578,Continental Series,100m,Bronze,Continental,2022
M002149,A0578,National Championships,100m,Silver,National,2022
M002150,A0578,Botswana Nationals,100m,Bronze,National,2023
M002151,A0578,World Para Athletics GP,400m,Silver,World,2023
M002152,A0579,Botswana Nationals,200m,Gold,National,2020
M002153,A0579,Southern Africa Games,200m,Bronze,Continental,2021
M002154,A0579,World Para Athletics GP,200m,Bronze,World,2022
M002155,A0579,National Championships,100m,Gold,National,2023
M002156,A0579,World Para Athletics GP,200m,Gold,World,2024
M002157,A0580,Masa Cup,1500m,Silver,Local,2020
M002158,A0580,Paralympic Trials,1500m,Silver,National,2020
M002159,A0580,Botswana Nationals,1500m,Gold,National,2021
M002160,A0580,Independence Meet,1500m,Silver,Local,2021
M002161,A0580,Regional Open,1500m,Gold,Regional,2023
M002162,A0580,Masa Cup,1500m,Bronze,Local,2024
M002163,A0581,National Championships,800m,Bronze,National,2021
M002164,A0581,National Championships,400m,Gold,National,2021
M002165,A0581,Masa Cup,400m,Silver,Local,2021
M002166,A0581,Kalahari Sprint Classic,400m,Gold,Regional,2021
M002167,A0581,National Championships,400m,Silver,National,2022
M002168,A0581,Masa Cup,400m,Bronze,Local,2023
M002169,A0581,Kalahari Sprint Classic,400m,Silver,Regional,2023
M002170,A0581,Paralympic Trials,400m,Silver,National,2024
M002171,A0582,Kalahari Sprint Classic,800m,Bronze,Regional,2022
M002172,A0582,Paralympic Trials,800m,Gold,National,2022
M002173,A0582,Kalahari Sprint Classic,800m,Gold,Regional,2022
M002174,A0583,National Championships,1500m,Bronze,National,2020
M002175,A0583,Masa Cup,1500m,Gold,Local,2024
M002176,A0584,Masa Cup,200m,Gold,Local,2020
M002177,A0584,Kalahari Sprint Classic,200m,Gold,Regional,2020
M002178,A0585,Regional Open,400m,Bronze,Regional,2020
M002179,A0585,Kalahari Sprint Classic,400m,Bronze,Regional,2021
M002180,A0585,Independence Meet,400m,Bronze,Local,2022
M002181,A0585,Regional Open,400m,Bronze,Regional,2024
M002182,A0586,Independence Meet,100m,Bronze,Local,2021
M002183,A0586,Botswana Nationals,100m,Silver,National,2023
M002184,A0586,Botswana Nationals,800m,Gold,National,2024
M002185,A0587,Regional Open,100m,Gold,Regional,2022
M002186,A0588,Independence Meet,200m,Bronze,Local,2021
M002187,A0588,Kalahari Sprint Classic,200m,Silver,Regional,2022
M002188,A0588,Independence Meet,200m,Silver,Local,2023
M002189,A0589,Regional Open,200m,Silver,Regional,2021
M002190,A0589,Masa Cup,400m,Bronze,Local,2023
M002191,A0590,Paralympic Trials,200m,Gold,National,2020
M002192,A0590,Kalahari Sprint Classic,200m,Gold,Regional,2020
M002193,A0590,Regional Open,200m,Silver,Regional,2021
M002194,A0590,Paralympic Trials,200m,Silver,National,2023
M002195,A0590,Paralympic Trials,200m,Silver,National,2024
M002196,A0591,National Championships,1500m,Silver,National,2020
M002197,A0591,Kalahari Sprint Classic,200m,Silver,Regional,2024
M002198,A0592,Masa Cup,200m,Silver,Local,2021
M002199,A0592,Independence Meet,200m,Bronze,Local,2024
M002200,A0593,World Para Athletics GP,100m,Silver,World,2020
M002201,A0593,World Para Athletics GP,100m,Gold,World,2020
M002202,A0593,World Para Athletics GP,100m,Gold,World,2021
M002203,A0593,Southern Africa Games,100m,Gold,Continental,2021
M002204,A0593,Paralympic Trials,100m,Silver,National,2024
M002205,A0593,National Championships,100m,Silver,National,2024
M002206,A0593,Southern Africa Games,100m,Gold,Continental,2024
M002207,A0593,World Para Athletics GP,100m,Bronze,World,2024
M002208,A0594,Botswana Nationals,400m,Bronze,National,2020
M002209,A0594,National Championships,1500m,Silver,National,2020
M002210,A0594,Kalahari Sprint Classic,400m,Bronze,Regional,2023
M002211,A0595,Kalahari Sprint Classic,800m,Silver,Regional,2020
M002212,A0595,Paralympic Trials,800m,Gold,National,2021
M002213,A0595,Southern Africa Games,800m,Gold,Continental,2022
M002214,A0595,Paralympic Trials,1500m,Silver,National,2023
M002215,A0595,Kalahari Sprint Classic,1500m,Gold,Regional,2024
M002216,A0596,Paralympic Trials,200m,Gold,National,2024
M002217,A0597,Kalahari Sprint Classic,100m,Silver,Regional,2021
M002218,A0597,Masa Cup,400m,Bronze,Local,2022
M002219,A0597,Masa Cup,400m,Bronze,Local,2023
M002220,A0598,Paralympic Trials,200m,Bronze,National,2020
M002221,A0598,National Championships,200m,Silver,National,2022
M002222,A0598,Kalahari Sprint Classic,400m,Silver,Regional,2023
M002223,A0598,Kalahari Sprint Classic,200m,Silver,Regional,2024
M002224,A0598,Regional Open,400m,Silver,Regional,2024
M002225,A0598,Botswana Nationals,200m,Gold,National,2024
M002226,A0599,Kalahari Sprint Classic,400m,Gold,Regional,2020
M002227,A0599,Independence Meet,200m,Gold,Local,2022
M002228,A0599,Regional Open,200m,Silver,Regional,2023
M002229,A0599,Masa Cup,200m,Silver,Local,2023
M002230,A0599,Kalahari Sprint Classic,400m,Silver,Regional,2024
M002231,A0599,Regional Open,400m,Bronze,Regional,2024
M002232,A0600,Botswana Nationals,200m,Bronze,National,2020
M002233,A0600,Paralympic Trials,200m,Bronze,National,2020
M002234,A0600,Botswana Nationals,1500m,Gold,National,2021
M002235,A0600,Paralympic Trials,200m,Bronze,National,2021
M002236,A0600,Regional Open,1500m,Silver,Regional,2022
M002237,A0600,National Championships,1500m,Bronze,National,2023
M002238,A0601,Regional Open,800m,Silver,Regional,2020
M002239,A0601,Paralympic Trials,200m,Gold,National,2020
M002240,A0601,Southern Africa Games,800m,Bronze,Continental,2021
M002241,A0601,Kalahari Sprint Classic,200m,Gold,Regional,2021
M002242,A0601,Paralympic Trials,200m,Bronze,National,2022
M002243,A0601,Kalahari Sprint Classic,800m,Bronze,Regional,2022
M002244,A0601,Botswana Nationals,200m,Gold,National,2023
M002245,A0602,Regional Open,800m,Bronze,Regional,2022
M002246,A0602,Masa Cup,800m,Silver,Local,2023
M002247,A0602,Regional Open,800m,Bronze,Regional,2024
M002248,A0603,Regional Open,400m,Bronze,Regional,2020
M002249,A0603,Independence Meet,800m,Silver,Local,2022
M002250,A0604,Kalahari Sprint Classic,400m,Bronze,Regional,2020
M002251,A0604,Botswana Nationals,400m,Gold,National,2021
M002252,A0604,Paralympic Trials,400m,Silver,National,2022
M002253,A0604,Paralympic Trials,400m,Silver,National,2023
M002254,A0604,Continental Series,400m,Bronze,Continental,2023
M002255,A0604,National Championships,400m,Gold,National,2023
M002256,A0605,Independence Meet,800m,Silver,Local,2020
M002257,A0605,National Championships,100m,Silver,National,2020
M002258,A0606,National Championships,400m,Gold,National,2022
M002259,A0606,Paralympic Trials,400m,Bronze,National,2023
M002260,A0606,Continental Series,400m,Silver,Continental,2023
M002261,A0606,Paralympic Trials,400m,Gold,National,2024
M002262,A0606,Southern Africa Games,400m,Gold,Continental,2024
M002263,A0606,Continental Series,400m,Bronze,Continental,2024
M002264,A0607,Continental Series,100m,Gold,Continental,2021
M002265,A0607,National Championships,100m,Gold,National,2021
M002266,A0607,Southern Africa Games,400m,Bronze,Continental,2022
M002267,A0607,Paralympic Trials,100m,Silver,National,2023
M002268,A0607,National Championships,100m,Gold,National,2024
M002269,A0608,Regional Open,200m,Bronze,Regional,2020
M002270,A0609,Masa Cup,800m,Gold,Local,2021
M002271,A0609,National Championships,100m,Silver,National,2023
M002272,A0610,Paralympic Trials,800m,Silver,National,2022
M002273,A0611,National Championships,200m,Silver,National,2022
M002274,A0611,Botswana Nationals,200m,Silver,National,2024
M002275,A0612,Southern Africa Games,400m,Silver,Continental,2020
M002276,A0612,Paralympic Trials,400m,Silver,National,2021
M002277,A0612,Southern Africa Games,400m,Bronze,Continental,2023
M002278,A0612,Continental Series,400m,Bronze,Continental,2023
M002279,A0612,Kalahari Sprint Classic,400m,Silver,Regional,2024
M002280,A0613,Botswana Nationals,100m,Gold,National,2022
M002281,A0613,Regional Open,100m,Bronze,Regional,2023
M002282,A0614,Continental Series,100m,Bronze,Continental,2020
M002283,A0614,Botswana Nationals,100m,Gold,National,2020
M002284,A0614,Regional Open,800m,Gold,Regional,2024
M002285,A0615,Regional Open,800m,Silver,Regional,2022
M002286,A0616,Paralympic Trials,200m,Gold,National,2021
M002287,A0616,Continental Series,400m,Silver,Continental,2022
M002288,A0616,Regional Open,400m,Silver,Regional,2022
M002289,A0616,Paralympic Trials,400m,Gold,National,2023
M002290,A0616,Kalahari Sprint Classic,400m,Bronze,Regional,2023
M002291,A0616,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M002292,A0617,Kalahari Sprint Classic,100m,Silver,Regional,2020
M002293,A0617,Botswana Nationals,100m,Bronze,National,2021
M002294,A0617,National Championships,100m,Silver,National,2023
M002295,A0617,Botswana Nationals,100m,Gold,National,2024
M002296,A0618,Regional Open,800m,Bronze,Regional,2021
M002297,A0618,Independence Meet,800m,Silver,Local,2023
M002298,A0618,Regional Open,800m,Gold,Regional,2024
M002299,A0619,National Championships,800m,Silver,National,2020
M002300,A0619,Continental Series,400m,Gold,Continental,2021
M002301,A0619,Botswana Nationals,800m,Silver,National,2021
M002302,A0619,Botswana Nationals,800m,Silver,National,2022
M002303,A0619,Botswana Nationals,800m,Silver,National,2022
M002304,A0619,Botswana Nationals,800m,Bronze,National,2023
M002305,A0620,Kalahari Sprint Classic,400m,Silver,Regional,2020
M002306,A0620,Botswana Nationals,800m,Silver,National,2021
M002307,A0620,Botswana Nationals,800m,Gold,National,2022
M002308,A0620,National Championships,800m,Silver,National,2022
M002309,A0620,Paralympic Trials,800m,Bronze,National,2024
M002310,A0620,Regional Open,800m,Silver,Regional,2024
M002311,A0621,Independence Meet,1500m,Gold,Local,2020
